cik_str,ticker,title
0001267395,AHL-PC,ASPEN INSURANCE HOLDINGS LTD
0001482981,COCO,"Vita Coco Company, Inc."
0001712189,TH,Target Hospitality Corp.
0001569963,LTGHY,Life Healthcare Group Holdings Limited/ADR
0001389050,AROC,"Archrock, Inc."
0001529864,ENVA,"Enova International, Inc."
0001856031,SEAT,Vivid Seats Inc.
0001504008,BKU,"BankUnited, Inc."
0001607939,UDMY,"Udemy, Inc."
0001500217,AAT,"American Assets Trust, Inc."
0001599489,VRTV,Veritiv Corp
0001796898,MAXN,"Maxeon Solar Technologies, Ltd."
0001528437,BTT,BlackRock Municipal 2030 Target Term Trust
0001609804,OEC,Orion Engineered Carbons S.A.
0001821769,NVTS,Navitas Semiconductor Corp
0001664710,KROS,"Keros Therapeutics, Inc."
0000789460,INT,WORLD FUEL SERVICES CORP
0001361538,PRIM,Primoris Services Corp
0001553079,ESBA,"Empire State Realty OP, L.P."
0000874238,STRL,"STERLING INFRASTRUCTURE, INC."
0000845877,AGM,FEDERAL AGRICULTURAL MORTGAGE CORP
0000203596,WSBC,WESBANCO INC
0000026058,CTS,CTS CORP
0001338940,PERI,Perion Network Ltd.
0001800347,ETWO,"E2open Parent Holdings, Inc."
0000744218,CLDX,"Celldex Therapeutics, Inc."
0001414932,OCSL,Oaktree Specialty Lending Corp
0001468328,ADUS,Addus HomeCare Corp
0001029142,DVAX,DYNAVAX TECHNOLOGIES CORP
0001116942,TTMI,TTM TECHNOLOGIES INC
0001564618,IBTX,"Independent Bank Group, Inc."
0001572694,GSBD,"Goldman Sachs BDC, Inc."
0001467760,ARI,"Apollo Commercial Real Estate Finance, Inc."
0001439222,AGIO,"AGIOS PHARMACEUTICALS, INC."
0001588978,PRCT,PROCEPT BioRobotics Corp
0000088941,SMTC,SEMTECH CORP
0001345126,CODI,Compass Diversified Holdings
0000067347,MOD,MODINE MANUFACTURING CO
0001359841,HBI,Hanesbrands Inc.
0001423774,ZUO,ZUORA INC
0001739936,MNTV,MOMENTIVE GLOBAL INC.
0001040971,SLG,SL GREEN REALTY CORP
0001531978,FNA,"Paragon 28, Inc."
0001307748,IVT,InvenTrust Properties Corp.
0001611005,KEN,Kenon Holdings Ltd.
0001690680,NMRK,"NEWMARK GROUP, INC."
0000883237,VRTS,"VIRTUS INVESTMENT PARTNERS, INC."
0000099614,TY,TRI-CONTINENTAL CORP
0001725255,AHCO,AdaptHealth Corp.
0000804116,RVT,"ROYCE VALUE TRUST, INC."
0001846576,FIGS,"FIGS, Inc."
0001421517,ERII,"Energy Recovery, Inc."
0000066004,MSEX,MIDDLESEX WATER CO
0001504776,WRBY,Warby Parker Inc.
0001756607,EQX,Equinox Gold Corp.
0001654795,BBU,Brookfield Business Partners L.P.
0000097134,TNC,TENNANT CO
0001798618,PDO,PIMCO Dynamic Income Opportunities Fund
0000069633,NSSC,"NAPCO SECURITY TECHNOLOGIES, INC"
0000866729,SCHL,SCHOLASTIC CORP
0001298699,BXMX,Nuveen S&P 500 BuyWrite Income Fund
0000821026,ANDE,"Andersons, Inc."
0001737450,OPRA,Opera Ltd
0001635984,NWLI,"National Western Life Group, Inc."
0001768666,BSTZ,BlackRock Science & Technology Term Trust
0000885740,SPNS,SAPIENS INTERNATIONAL CORP N V
0001395937,SNDX,Syndax Pharmaceuticals Inc
0001692412,PLYA,Playa Hotels & Resorts N.V.
0001339605,HEES,"H&E Equipment Services, Inc."
0001415404,SATS,EchoStar CORP
0001941365,MBC,"MasterBrand, Inc."
0001471265,NWBI,"Northwest Bancshares, Inc."
0000945394,SVC,Service Properties Trust
0001468091,VEON,VEON Ltd.
0001227654,CMP,COMPASS MINERALS INTERNATIONAL INC
0001600620,AUPH,Aurinia Pharmaceuticals Inc.
0000876427,MNRO,"MONRO, INC."
0001616000,XHR,"Xenia Hotels & Resorts, Inc."
0000726854,CHCO,CITY HOLDING CO
0001657788,KRP,"Kimbell Royalty Partners, LP"
0001781755,BRP,"BRP Group, Inc."
0000793733,SKYW,SKYWEST INC
0000880117,JBSS,SANFILIPPO JOHN B & SON INC
0001841925,INDI,"indie Semiconductor, Inc."
0001848739,GDEV,Nexters Inc.
0000712537,FCF,FIRST COMMONWEALTH FINANCIAL CORP /PA/
0001936804,SDA,SunCar Technology Group Inc.
0001839839,JBI,"Janus International Group, Inc."
0001527508,PTVE,Pactiv Evergreen Inc.
0001331284,DHT,"DHT Holdings, Inc."
0001022408,PLUS,EPLUS INC
0001802156,XPOF,"Xponential Fitness, Inc."
0001680056,ORLA,Orla Mining Ltd.
0001812364,RLAY,"Relay Therapeutics, Inc."
0001529274,ALKT,"ALKAMI TECHNOLOGY, INC."
0001322436,ETV,Eaton Vance Tax-Managed Buy-Write Opportunities Fund
0000899629,AKR,ACADIA REALTY TRUST
0001793862,DADA,Dada Nexus Ltd
0001739566,UTZ,"Utz Brands, Inc."
0000885978,USPH,U S PHYSICAL THERAPY INC /NV
0000110095,NISUY,NIPPON SUISAN KAISHA LTD /ADR/
0001158895,LMAT,LEMAITRE VASCULAR INC
0001419945,TNK,TEEKAY TANKERS LTD.
0000036146,TRMK,TRUSTMARK CORP
0001894562,PRME,"Prime Medicine, Inc."
0001819796,GCMG,GCM Grosvenor Inc.
0000104894,ELME,Elme Communities
0000810136,PLAB,PHOTRONICS INC
0001545654,ALEX,"Alexander & Baldwin, Inc."
0000821483,PARR,"PAR PACIFIC HOLDINGS, INC."
0001340122,CLMT,"Calumet Specialty Products Partners, L.P."
0001669811,DFIN,"Donnelley Financial Solutions, Inc."
0000836157,LNN,LINDSAY CORP
0001481582,RYI,Ryerson Holding Corp
0001649749,FBK,FB Financial Corp
0001653242,NTB,Bank of N.T. Butterfield & Son Ltd
0001392972,PRO,"PROS Holdings, Inc."
0001713334,MSC,STUDIO CITY INTERNATIONAL HOLDINGS Ltd
0001109138,CAMT,CAMTEK LTD
0000102037,UVV,UNIVERSAL CORP /VA/
0000721994,LKFN,LAKELAND FINANCIAL CORP
0001645070,STER,Sterling Check Corp.
0001124804,MDRX,Veradigm Inc.
0001262976,CMPR,CIMPRESS plc
0001835591,VZIO,Vizio Holding Corp.
0001203464,IAG,IAMGOLD CORP
0001601548,VVX,"V2X, Inc."
0000887905,LTC,LTC PROPERTIES INC
0001785173,ETNB,"89bio, Inc."
0001176433,JPS,Nuveen Preferred & Income Securities Fund
0000811589,FBNC,FIRST BANCORP /NC/
0001453015,BLDP,Ballard Power Systems Inc.
0001318568,EVRI,Everi Holdings Inc.
0000854775,DGII,DIGI INTERNATIONAL INC
0001482512,HPP,"Hudson Pacific Properties, Inc."
0001857475,DOLE,Dole plc
0001047340,FDP,FRESH DEL MONTE PRODUCE INC
0001676725,IDYA,"IDEAYA Biosciences, Inc."
0001746473,PLRX,"PLIANT THERAPEUTICS, INC."
0000103145,VECO,VEECO INSTRUMENTS INC
0001708035,ECVT,Ecovyst Inc.
0000835324,SYBT,"Stock Yards Bancorp, Inc."
0001071255,GDEN,"GOLDEN ENTERTAINMENT, INC."
0001038133,HSKA,HESKA CORP
0000907242,MCRI,MONARCH CASINO & RESORT INC
0001473844,STEL,"Stellar Bancorp, Inc."
0001809691,HKD,AMTD Digital Inc.
0000850141,HMN,HORACE MANN EDUCATORS CORP /DE/
0000894081,ATSG,"Air Transport Services Group, Inc."
0000907471,CASH,"PATHWARD FINANCIAL, INC."
0000886163,LGND,LIGAND PHARMACEUTICALS INC
0001869858,SSU,SIGNA Sports United N.V.
0000799233,HTLD,HEARTLAND EXPRESS INC
0000821130,USM,UNITED STATES CELLULAR CORP
0001368458,SBH,"Sally Beauty Holdings, Inc."
0001517175,CHEF,"Chefs' Warehouse, Inc."
0001178970,PFS,PROVIDENT FINANCIAL SERVICES INC
0001841968,PX,"P10, Inc."
0001022321,GEL,GENESIS ENERGY LP
0001806201,LPRO,Open Lending Corp
0001669779,CWH,"Camping World Holdings, Inc."
0001270523,ETG,EATON VANCE TAX ADVANTAGED GLOBAL DIVIDEND INCOME FUND
0001438533,TVTX,"Travere Therapeutics, Inc."
0001888886,GPCR,Structure Therapeutics Inc.
0000094344,STC,STEWART INFORMATION SERVICES CORP
0001608741,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund
0001496099,NMFC,New Mountain Finance Corp
0001369568,CPRX,"CATALYST PHARMACEUTICALS, INC."
0001655759,ARVN,"ARVINAS, INC."
0001777921,AVPT,"AvePoint, Inc."
0001577670,LADR,Ladder Capital Corp
0000102426,STEW,"SRH Total Return Fund, Inc."
0000920112,HTLF,HEARTLAND FINANCIAL USA INC
0001332174,GSG,iShares S&P GSCI Commodity-Indexed Trust
0001222401,HYT,"BLACKROCK CORPORATE HIGH YIELD FUND, INC."
0000896264,USNA,USANA HEALTH SCIENCES INC
0001846510,SHCO,Soho House & Co Inc.
0001683606,CARS,Cars.com Inc.
0001803112,TDCX,TDCX Inc.
0001050377,CNXN,PC CONNECTION INC
0001770121,SANA,"Sana Biotechnology, Inc."
0001230992,MAG,MAG SILVER CORP
0000063296,MATW,MATTHEWS INTERNATIONAL CORP
0000899460,MNKD,MANNKIND CORP
0000922864,AIV,APARTMENT INVESTMENT & MANAGEMENT CO
0001841156,PAY,"Paymentus Holdings, Inc."
0001658247,CRNX,"Crinetics Pharmaceuticals, Inc."
0000891293,CTIC,CTI BIOPHARMA CORP
0001674335,JELD,"JELD-WEN Holding, Inc."
0001821586,MLTX,MoonLake Immunotherapeutics
0001465740,TWO,TWO HARBORS INVESTMENT CORP.
0001761312,PLMR,"Palomar Holdings, Inc."
0000930420,KFRC,KFORCE INC
0001836833,PL,Planet Labs PBC
0001397702,SILK,Silk Road Medical Inc
0001771007,AFYA,Afya Ltd
0001030469,OFG,OFG BANCORP
0000914156,UFPT,UFP TECHNOLOGIES INC
0001369241,DAC,Danaos Corp
0001527590,RC,Ready Capital Corp
0001539638,TFIN,"Triumph Financial, Inc."
0001180262,HLF,HERBALIFE LTD.
0001475841,NBHC,National Bank Holdings Corp
0001342338,HIMX,"Himax Technologies, Inc."
0001891101,BRCC,BRC Inc.
0000949039,DO,"DIAMOND OFFSHORE DRILLING, INC."
0001676163,SSII,"SS Innovations International, Inc."
0001674930,FLGT,"Fulgent Genetics, Inc."
0001625791,KRNT,Kornit Digital Ltd.
0001499543,NOAH,Noah Holdings Ltd
0001834489,GENI,Genius Sports Ltd
0000057131,LZB,LA-Z-BOY INC
0001832466,ALHC,"Alignment Healthcare, Inc."
0001118417,MODN,"MODEL N, INC."
0001566388,DSL,DoubleLine Income Solutions Fund
0001322422,HBM,Hudbay Minerals Inc.
0000910406,HAIN,HAIN CELESTIAL GROUP INC
0001047564,MYTAY,Magyar Telekom Plc.
0000908315,WINA,WINMARK CORP
0001830033,PCT,"PureCycle Technologies, Inc."
0001599298,SMMT,Summit Therapeutics Inc.
0001731348,TLRY,"Tilray Brands, Inc."
0000879526,WNC,WABASH NATIONAL Corp
0001798100,NTST,NETSTREIT Corp.
0001746618,RVLV,"Revolve Group, Inc."
0000931148,EAF,GRAFTECH INTERNATIONAL LTD
0000319654,PBT,PERMIAN BASIN ROYALTY TRUST
0000110471,WWW,WOLVERINE WORLD WIDE INC /DE/
0001691445,FINV,FinVolution Group
0001702780,ATUS,"Altice USA, Inc."
0000830524,CCF,CHASE CORP
0001616533,SGH,"SMART Global Holdings, Inc."
0001854587,CLBT,Cellebrite DI Ltd.
0000356171,TCBK,TRICO BANCSHARES /
0001737953,REPL,"Replimune Group, Inc."
0001624140,JMKJ,Nine Alliance Science & Technology Group
0001282631,NLST,NETLIST INC
0001347426,BMA,Macro Bank Inc.
0001616678,BST,BlackRock Science & Technology Trust
0001266585,NMZ,NUVEEN MUNICIPAL HIGH INCOME OPPORTUNITY FUND
0000893949,MD,"Pediatrix Medical Group, Inc."
0001562528,FBRT,"Franklin BSP Realty Trust, Inc."
0001578732,MMI,"Marcus & Millichap, Inc."
0001829118,TUYA,Tuya Inc.
0000907254,BFS,"SAUL CENTERS, INC."
0001780312,ASTS,"AST SpaceMobile, Inc."
0001818093,SKIN,Beauty Health Co
0001854640,CGAU,Centerra Gold Inc.
0001840439,BMEA,"Biomea Fusion, Inc."
0001432364,AZUL,AZUL SA
0000066382,MLKN,"MILLERKNOLL, INC."
0001691421,LMND,"Lemonade, Inc."
0001138639,INFN,Infinera Corp
0001590976,MBUU,"MALIBU BOATS, INC."
0001936258,NAMS,NewAmsterdam Pharma Co N.V.
0001231346,SA,SEABRIDGE GOLD INC
0001580808,ATEN,"A10 Networks, Inc."
0001326110,IBRX,"ImmunityBio, Inc."
0001289877,SFL,SFL Corp Ltd.
0000906338,TARO,TARO PHARMACEUTICAL INDUSTRIES LTD
0000048287,HNI,HNI CORP
0001260563,NFJ,"Virtus Dividend, Interest & Premium Strategy Fund"
0001821159,EVGO,EVgo Inc.
0001364954,CHGG,"CHEGG, INC"
0001768267,CRNC,Cerence Inc.
0001172358,DMLP,"DORCHESTER MINERALS, L.P."
0001871509,PTLO,Portillo's Inc.
0000912463,GES,GUESS INC
0001409493,CIM,CHIMERA INVESTMENT CORP
0001606498,AVNS,"AVANOS MEDICAL, INC."
0001084961,ECPG,ENCORE CAPITAL GROUP INC
0000944809,OPK,"OPKO HEALTH, INC."
0001866692,AMPL,"Amplitude, Inc."
0001293613,KYN,"Kayne Anderson Energy Infrastructure Fund, Inc."
0001831915,CTKB,"Cytek Biosciences, Inc."
0001614178,YEXT,"Yext, Inc."
0001654151,DCPH,"Deciphera Pharmaceuticals, Inc."
0001829864,TASK,"TaskUs, Inc."
0001856236,EWCZ,"European Wax Center, Inc."
0001958086,CLB,Core Laboratories Inc. /DE/
0001643615,MEG,"Montrose Environmental Group, Inc."
0001758488,OSW,ONESPAWORLD HOLDINGS Ltd
0001055160,MFA,"MFA FINANCIAL, INC."
0000719220,STBA,S&T BANCORP INC
0001172052,SAFT,SAFETY INSURANCE GROUP INC
0001273931,MGI,MONEYGRAM INTERNATIONAL INC
0001879016,IE,Ivanhoe Electric Inc.
0001477815,SG,"Sweetgreen, Inc."
0001464790,RILY,"B. Riley Financial, Inc."
0001431695,OLO,Olo Inc.
0001005229,CMCO,COLUMBUS MCKINNON CORP
0000794619,AMWD,AMERICAN WOODMARK CORP
0000070487,NRC,NATIONAL RESEARCH CORP
0001829959,DCBO,Docebo Inc.
0001597033,SABR,Sabre Corp
0000007323,EAI,"ENTERGY ARKANSAS, LLC"
0001789940,FWRG,"First Watch Restaurant Group, Inc."
0000842633,TRS,TRIMAS CORP
0001012477,AVDL,AVADEL PHARMACEUTICALS PLC
0001728205,PLL,Piedmont Lithium Inc.
0001840199,WALD,Waldencast plc
0000314489,BUSE,FIRST BUSEY CORP /NV/
0001935979,BHVN,Biohaven Ltd.
0001831840,SEMR,"SEMrush Holdings, Inc."
0000710752,SBR,SABINE ROYALTY TRUST
0000896841,AVID,"AVID TECHNOLOGY, INC."
0001842279,OPAL,OPAL Fuels Inc.
0001484612,OM,"Outset Medical, Inc."
0001739614,INBX,"Inhibrx, Inc."
0000731012,HCSG,HEALTHCARE SERVICES GROUP INC
0000034782,SRCE,1ST SOURCE CORP
0001222922,EVV,EATON VANCE LTD DURATION INCOME FUND
0000311094,WABC,WESTAMERICA BANCORPORATION
0000910638,DDD,3D SYSTEMS CORP
0001627475,UPWK,"UPWORK, INC"
0001620393,NXRT,"NexPoint Residential Trust, Inc."
0001599617,DNOW,NOW Inc.
0001843586,OTLY,Oatly Group AB
0001803696,ADEA,Adeia Inc.
0001820144,GRND,Grindr Inc.
0000082020,USLM,UNITED STATES LIME & MINERALS INC
0001493683,BBN,BlackRock Taxable Municipal Bond Trust
0001861795,DH,Definitive Healthcare Corp.
0001743907,SNCY,"Sun Country Airlines Holdings, Inc."
0001651311,MRUS,Merus N.V.
0001091748,ARGO,"Argo Group International Holdings, Ltd."
0001317945,OFLX,"Omega Flex, Inc."
0001382821,RDFN,Redfin Corp
0001528930,FRG,"Franchise Group, Inc."
0001045986,FORTY,FORMULA SYSTEMS (1985) LTD
0001590750,VRDN,"Viridian Therapeutics, Inc.\DE"
0001836379,VECT,VectivBio Holding AG
0001799983,GB,Global Blue Group Holding AG
0001462120,LOB,"Live Oak Bancshares, Inc."
0000880631,WT,"WisdomTree, Inc."
0001357450,HOLI,"Hollysys Automation Technologies, Ltd."
0001844224,FREY,FREYR Battery
0000811596,KALU,KAISER ALUMINUM CORP
0000708818,NXGN,"NEXTGEN HEALTHCARE, INC."
0001629019,MBIN,Merchants Bancorp
0001526113,GNL,"Global Net Lease, Inc."
0001323468,GLP,GLOBAL PARTNERS LP
0001875444,ARHS,"Arhaus, Inc."
0000933267,IRS,IRSA INVESTMENTS & REPRESENTATIONS INC
0001051004,MUC,"BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND, INC."
0001861737,HSAI,Hesai Group
0001464423,PMT,PennyMac Mortgage Investment Trust
0001293282,TTGT,TechTarget Inc
0001128361,HOPE,HOPE BANCORP INC
0000866829,HLX,HELIX ENERGY SOLUTIONS GROUP INC
0001478320,ADPT,Adaptive Biotechnologies Corp
0001823986,WDH,Waterdrop Inc.
0001848416,VRNOF,Verano Holdings Corp.
0000912752,SBGI,SINCLAIR BROADCAST GROUP INC
0000215466,CDE,"Coeur Mining, Inc."
0001811764,PNT,POINT Biopharma Global Inc.
0001759425,MIRM,"Mirum Pharmaceuticals, Inc."
0001762301,FVRR,Fiverr International Ltd.
0001572957,BIOGY,BioGaia AB/ADR
0001257640,KRO,KRONOS WORLDWIDE INC
0001840574,VERV,"Verve Therapeutics, Inc."
0001569187,AHH,"Armada Hoffler Properties, Inc."
0001023512,DRD,DRDGOLD LTD
0001605607,PGRE,"Paramount Group, Inc."
0001018979,AMSF,AMERISAFE INC
0001406587,FOR,Forestar Group Inc.
0001069530,SAVA,CASSAVA SCIENCES INC
0000049754,DIN,"Dine Brands Global, Inc."
0001730430,KNSA,"Kiniksa Pharmaceuticals, Ltd."
0001865408,EXAI,Exscientia plc
0001828852,MOND,"Mondee Holdings, Inc."
0001503584,CMRE,Costamare Inc.
0001596993,LPG,DORIAN LPG LTD.
0000834365,BLFS,BIOLIFE SOLUTIONS INC
0001499505,AGRO,Adecoagro S.A.
0001717161,CEPU,CENTRAL PUERTO S.A.
0001864163,INTR,"Inter & Co, Inc."
0001379041,EIG,"Employers Holdings, Inc."
0000945114,GIC,GLOBAL INDUSTRIAL Co
0001581804,NVGS,Navigator Holdings Ltd.
0000018748,CET,CENTRAL SECURITIES CORP
0000046250,HWKN,HAWKINS INC
0001048268,IESC,"IES Holdings, Inc."
0000923796,GEO,GEO GROUP INC
0001425450,KIDS,ORTHOPEDIATRICS CORP
0001795251,NNOX,Nano-X Imaging Ltd.
0001334933,UEC,URANIUM ENERGY CORP
0001826600,MNTK,"Montauk Renewables, Inc."
0000354963,SHEN,SHENANDOAH TELECOMMUNICATIONS CO/VA/
0001517396,SSYS,STRATASYS LTD.
0001893325,SCRM,Screaming Eagle Acquisition Corp.
0000703604,DSGR,"Distribution Solutions Group, Inc."
0000824410,SASR,SANDY SPRING BANCORP INC
0001804591,ME,23andMe Holding Co.
0001070985,CXW,"CoreCivic, Inc."
0000708821,PAR,PAR TECHNOLOGY CORP
0000318300,PEBO,PEOPLES BANCORP INC
0001706946,SPCE,"Virgin Galactic Holdings, Inc"
0001108134,BHLB,BERKSHIRE HILLS BANCORP INC
0001515816,PLYM,"Plymouth Industrial REIT, Inc."
0000040417,GAM,GENERAL AMERICAN INVESTORS CO INC
0001524741,SLCA,"U.S. SILICA HOLDINGS, INC."
0001341335,FSM,FORTUNA SILVER MINES INC
0001174850,NIC,NICOLET BANKSHARES INC
0001444380,NVRO,NEVRO CORP
0001452857,SPLP,STEEL PARTNERS HOLDINGS L.P.
0001379384,BTZ,BLACKROCK CREDIT ALLOCATION INCOME TRUST
0001123134,IMOS,CHIPMOS TECHNOLOGIES INC
0000704562,CDMO,"Avid Bioservices, Inc."
0001673985,ASIX,AdvanSix Inc.
0001437352,EVBG,"EVERBRIDGE, INC."
0001795589,KC,Kingsoft Cloud Holdings Ltd
0001501570,VBTX,"Veritex Holdings, Inc."
0001278027,BGS,"B&G Foods, Inc."
0000921582,IMAX,IMAX CORP
0001581760,LIFX,"Life360, Inc."
0001517228,COMM,"CommScope Holding Company, Inc."
0000798359,CSR,CENTERSPACE
0001652535,ICHR,"ICHOR HOLDINGS, LTD."
0001822359,DCGO,DocGo Inc.
0001005210,SPH,SUBURBAN PROPANE PARTNERS LP
0001428205,ARR,"Armour Residential REIT, Inc."
0001385849,UUUU,ENERGY FUELS INC
0001141103,CCRN,CROSS COUNTRY HEALTHCARE INC
0001659520,SILV,SilverCrest Metals Inc.
0000095029,RGR,STURM RUGER & CO INC
0001023024,ANIP,ANI PHARMACEUTICALS INC
0001040470,AEHR,AEHR TEST SYSTEMS
0001649904,RYTM,"RHYTHM PHARMACEUTICALS, INC."
0001386278,GDOT,GREEN DOT CORP
0001590560,QURE,uniQure N.V.
0001159167,IRBT,IROBOT CORP
0001567569,FPF,First Trust Intermediate Duration Preferred & Income Fund
0000752642,UMH,"UMH PROPERTIES, INC."
0001846069,KIND,"Nextdoor Holdings, Inc."
0001047335,NHC,NATIONAL HEALTHCARE CORP
0001820190,SCLX,Scilex Holding Co
0001845337,DAWN,"Day One Biopharmaceuticals, Inc."
0001693256,WTTR,"Select Water Solutions, Inc."
0001821349,NGMS,NeoGames S.A.
0001516912,OBK,"Origin Bancorp, Inc."
0001422143,KURA,"Kura Oncology, Inc."
0000701288,ATRI,ATRION CORP
0000317788,APPS,"Digital Turbine, Inc."
0001368514,ADMA,"ADMA BIOLOGICS, INC."
0001748824,BSIG,BrightSphere Investment Group Inc.
0001368265,CLNE,Clean Energy Fuels Corp.
0000008947,AZZ,AZZ INC
0001793882,PTA,Cohen & Steers Tax-Advantaged Preferred Securities & Income Fund
0001655099,RA,Brookfield Real Assets Income Fund Inc.
0001023459,SLP,"Simulations Plus, Inc."
0001823794,ARKO,ARKO Corp.
0000913059,BBAR,Banco BBVA Argentina S.A.
0001519449,SKWD,"Skyward Specialty Insurance Group, Inc."
0001657573,XMTR,"Xometry, Inc."
0000910329,MED,MEDIFAST INC
0001865187,ARIS,"Aris Water Solutions, Inc."
0001851112,RSKD,Riskified Ltd.
0001111485,RXST,"RxSight, Inc."
0001340243,MOR,MorphoSys AG
0001639877,GSM,Ferroglobe PLC
0001422930,PUBM,"PubMatic, Inc."
0001845022,BASE,"Couchbase, Inc."
0001772177,KRUS,"KURA SUSHI USA, INC."
0001322435,ETW,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund
0001195739,NRK,NUVEEN NEW YORK AMT-FREE QUALITY MUNICIPAL INCOME FUND
0001063259,DNN,DENISON MINES CORP.
0000923120,GBX,GREENBRIER COMPANIES INC
0001802974,AVO,"Mission Produce, Inc."
0001038572,CBD,BRAZILIAN DISTRIBUTION CO COMPANHIA BRASILEIRA DE DISTR CBD
0001568162,RTL,"Necessity Retail REIT, Inc."
0001880319,PRM,"Perimeter Solutions, SA"
0001681622,VREX,Varex Imaging Corp
0001568194,FSCO,FS Credit Opportunities Corp.
0001495222,OXLC,Oxford Lane Capital Corp.
0001642122,AC,"Associated Capital Group, Inc."
0001004702,OCFC,OCEANFIRST FINANCIAL CORP
0001273685,NYMT,NEW YORK MORTGAGE TRUST INC
0001409970,LC,LendingClub Corp
0001600626,PKST,Peakstone Realty Trust
0001308335,EOS,Eaton Vance Enhanced Equity Income Fund II
0000846901,LBAI,LAKELAND BANCORP INC
0000792987,ASTE,ASTEC INDUSTRIES INC
0001793229,MPLN,MultiPlan Corp
0001411342,EFC,Ellington Financial Inc.
0001620280,UNIT,Uniti Group Inc.
0001442836,MRSN,"Mersana Therapeutics, Inc."
0001425292,UAN,"CVR PARTNERS, LP"
0001163739,NBR,NABORS INDUSTRIES LTD
0001754170,ASLE,AerSale Corp
0001080014,INVA,"Innoviva, Inc."
0001736946,ARLO,"Arlo Technologies, Inc."
0000006845,APOG,"APOGEE ENTERPRISES, INC."
0000863436,BHE,BENCHMARK ELECTRONICS INC
0000755001,UTL,UNITIL CORP
0001631569,CHCT,Community Healthcare Trust Inc
0001612720,NEXT,NextDecade Corp.
0001102112,PACW,PACWEST BANCORP
0001459839,SIBN,"SI-BONE, Inc."
0001379785,BBDC,"Barings BDC, Inc."
0001042074,CBAY,"CymaBay Therapeutics, Inc."
0000743238,SHYF,"SHYFT GROUP, INC."
0001124524,CYRX,"Cryoport, Inc."
0001481646,ACCD,"Accolade, Inc."
0001847584,WKME,WalkMe Ltd.
0000705432,SBSI,SOUTHSIDE BANCSHARES INC
0001224450,RNP,COHEN & STEERS REIT & PREFERRED & INCOME FUND INC
0001379400,AOD,abrdn Total Dynamic Dividend Fund
0001840502,TBLA,Taboola.com Ltd.
0001806347,WEST,Westrock Coffee Co
0001371285,TRUP,"TRUPANION, INC."
0001836564,VALN,Valneva SE
0001512920,SII,SPROTT INC.
0001094366,RDWR,RADWARE LTD
0001589526,BLBD,Blue Bird Corp
0001828316,PHAR,Pharming Group N.V.
0001173514,HY,"HYSTER-YALE MATERIALS HANDLING, INC."
0001000623,MATV,"Mativ Holdings, Inc."
0001683695,IMXI,"International Money Express, Inc."
0001062231,AXL,AMERICAN AXLE & MANUFACTURING HOLDINGS INC
0001490906,CFFN,"Capitol Federal Financial, Inc."
0001843762,EQRX,"EQRx, Inc."
0000921557,RBCAA,REPUBLIC BANCORP INC /KY/
0001068875,AVTA,"AVANTAX, INC."
0001443669,PRLB,Proto Labs Inc
0001805385,EVLV,"Evolv Technologies Holdings, Inc."
0000877422,SPTN,SpartanNash Co
0001795250,SPHR,Sphere Entertainment Co.
0000714395,GABC,"GERMAN AMERICAN BANCORP, INC."
0001591588,AMRK,"A-Mark Precious Metals, Inc."
0000886128,FCEL,FUELCELL ENERGY INC
0001581280,TWST,Twist Bioscience Corp
0001826018,ROVR,"ROVER GROUP, INC."
0001403431,HCCI,"Heritage-Crystal Clean, Inc."
0000890196,MQY,"BLACKROCK MUNIYIELD QUALITY FUND, INC."
0001232860,MUI,"BLACKROCK MUNICIPAL INCOME FUND, INC."
0001680247,PUMP,ProPetro Holding Corp.
0001395213,EDN,EDENOR
0001834376,INNV,InnovAge Holding Corp.
0000906013,AWF,ALLIANCEBERNSTEIN GLOBAL HIGH INCOME FUND INC
0001130713,OSTK,"OVERSTOCK.COM, INC"
0001042893,DRQ,DRIL-QUIP INC
0001819394,MTTR,"Matterport, Inc./DE"
0000351834,STKL,SunOpta Inc.
0000947559,FBMS,FIRST BANCSHARES INC /MS/
0000842183,RPT,RPT Realty
0001828811,LICY,Li-Cycle Holdings Corp.
0001050825,SCS,STEELCASE INC
0001672619,ELVN,"Enliven Therapeutics, Inc."
0001737287,ALLO,"Allogene Therapeutics, Inc."
0001843181,NBXG,Neuberger Berman Next Generation Connectivity Fund Inc.
0001046568,PRDO,PERDOCEO EDUCATION Corp
0001528129,VTLE,"Vital Energy, Inc."
0001698991,ACEL,"Accel Entertainment, Inc."
0001034957,CRESY,CRESUD INC
0000093389,SMP,"STANDARD MOTOR PRODUCTS, INC."
0001437194,ELLKY,Ellaktor SA / ADR
0000003499,ALX,ALEXANDERS INC
0001655050,BCSF,"Bain Capital Specialty Finance, Inc."
0000912603,SCHN,"SCHNITZER STEEL INDUSTRIES, INC."
0001883085,PGY,Pagaya Technologies Ltd.
0001622229,COGT,"Cogent Biosciences, Inc."
0001000177,NAT,NORDIC AMERICAN TANKERS Ltd
0001860543,CDRE,"Cadre Holdings, Inc."
0001590877,RGNX,REGENXBIO Inc.
0000821002,GIII,G III APPAREL GROUP LTD /DE/
0001387467,AOSL,ALPHA & OMEGA SEMICONDUCTOR Ltd
